Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -9.37, -0.76, 6.54, -0.24, -0.36, 0.11
50, -1.01, -1.71, 6.04, 0.46, 0.11, 0.44
100, -4.25, 0.09, 4.62, 0.75, 0.65, 1.53
150, -2.82, 1.28, 0.43, 1.54, 0.41, 2.00
200, -31.10, 6.90, 22.92, 0.75, 0.80, 1.84
250, -31.80, 7.73, 18.94, -0.76, 1.61, -3.04
300, -24.71, 22.82, 14.22, -2.62, 2.08, -4.37
350, 12.89, 17.39, 3.43, -3.04, 1.40, -4.37
400, 27.49, -5.24, -16.33, -2.07, 0.66, -3.90
450, 16.11, -7.66, -14.62, 1.38, 1.52, 0.87
500, 5.39, -0.02, -14.11, 3.21, 1.03, 3.04
550, 13.85, 12.07, -10.55, 4.37, 0.41, 4.37
600, -19.04, 22.02, 15.22, 4.37, 0.76, 4.37
650, -47.91, 8.94, 27.38, 0.85, -0.34, 1.85
700, -18.45, 5.10, 12.18, -0.16, 0.06, -2.28
750, -8.87, 2.69, 18.91, -1.47, -0.74, -2.14
800, -4.93, 8.67, 19.35, -4.37, -0.10, -2.05
850, 22.63, 1.36, -2.49, -4.37, 1.90, -0.79
900, 5.24, -1.27, -38.77, -0.59, -1.76, 4.37
950, -33.80, 9.09, 19.22, 1.86, 0.19, 3.52
